suicidal ideation,isPartial,date
35,False,2019-01-06
35,False,2019-01-13
0,False,2019-01-20
35,False,2019-01-27
51,False,2019-02-03
65,False,2019-02-10
33,False,2019-02-17
33,False,2019-02-24
34,False,2019-03-03
0,False,2019-03-10
36,False,2019-03-17
36,False,2019-03-24
0,False,2019-03-31
37,False,2019-04-07
37,False,2019-04-14
0,False,2019-04-21
0,False,2019-04-28
36,False,2019-05-05
0,False,2019-05-12
37,False,2019-05-19
37,False,2019-05-26
53,False,2019-06-02
35,False,2019-06-09
0,False,2019-06-16
37,False,2019-06-23
38,False,2019-06-30
0,False,2019-07-07
37,False,2019-07-14
38,False,2019-07-21
38,False,2019-07-28
38,False,2019-08-04
37,False,2019-08-11
0,False,2019-08-18
0,False,2019-08-25
69,False,2019-09-01
34,False,2019-09-08
0,False,2019-09-15
68,False,2019-09-22
51,False,2019-09-29
34,False,2019-10-06
34,False,2019-10-13
100,False,2019-10-20
33,False,2019-10-27
0,False,2019-11-03
32,False,2019-11-10
98,False,2019-11-17
0,False,2019-11-24
0,False,2019-12-01
0,False,2019-12-08
33,False,2019-12-15
37,False,2019-12-22
34,False,2019-12-29
64,False,2020-01-05
31,False,2020-01-12
32,False,2020-01-19
0,False,2020-01-26
31,False,2020-02-02
31,False,2020-02-09
30,False,2020-02-16
58,False,2020-02-23
30,False,2020-03-01
29,False,2020-03-08
88,False,2020-03-15
0,False,2020-03-22
28,False,2020-03-29
55,False,2020-04-05
26,False,2020-04-12
53,False,2020-04-19
26,False,2020-04-26
26,False,2020-05-03
55,False,2020-05-10
0,False,2020-05-17
55,False,2020-05-24
0,False,2020-05-31
0,False,2020-06-07
28,False,2020-06-14
44,False,2020-06-21
30,False,2020-06-28
0,False,2020-07-05
0,False,2020-07-12
30,False,2020-07-19
63,False,2020-07-26
31,False,2020-08-02
92,False,2020-08-09
31,False,2020-08-16
0,False,2020-08-23
44,False,2020-08-30
