suicide help,isPartial,date
85,False,2019-09-01
81,False,2019-09-08
82,False,2019-09-15
77,False,2019-09-22
100,False,2019-09-29
74,False,2019-10-06
93,False,2019-10-13
64,False,2019-10-20
89,False,2019-10-27
86,False,2019-11-03
92,False,2019-11-10
52,False,2019-11-17
65,False,2019-11-24
81,False,2019-12-01
63,False,2019-12-08
59,False,2019-12-15
54,False,2019-12-22
62,False,2019-12-29
68,False,2020-01-05
57,False,2020-01-12
75,False,2020-01-19
78,False,2020-01-26
75,False,2020-02-02
72,False,2020-02-09
64,False,2020-02-16
81,False,2020-02-23
89,False,2020-03-01
68,False,2020-03-08
46,False,2020-03-15
59,False,2020-03-22
65,False,2020-03-29
42,False,2020-04-05
58,False,2020-04-12
84,False,2020-04-19
76,False,2020-04-26
60,False,2020-05-03
63,False,2020-05-10
52,False,2020-05-17
51,False,2020-05-24
46,False,2020-05-31
52,False,2020-06-07
66,False,2020-06-14
57,False,2020-06-21
72,False,2020-06-28
59,False,2020-07-05
80,False,2020-07-12
56,False,2020-07-19
66,False,2020-07-26
58,False,2020-08-02
48,False,2020-08-09
62,False,2020-08-16
68,True,2020-08-23
