suicidal,isPartial,date
61,False,2019-01-06
30,False,2019-01-13
57,False,2019-01-20
76,False,2019-01-27
30,False,2019-02-03
80,False,2019-02-10
90,False,2019-02-17
48,False,2019-02-24
25,False,2019-03-03
57,False,2019-03-10
42,False,2019-03-17
84,False,2019-03-24
31,False,2019-03-31
54,False,2019-04-07
54,False,2019-04-14
60,False,2019-04-21
68,False,2019-04-28
26,False,2019-05-05
53,False,2019-05-12
49,False,2019-05-19
27,False,2019-05-26
15,False,2019-06-02
52,False,2019-06-09
48,False,2019-06-16
54,False,2019-06-23
44,False,2019-06-30
32,False,2019-07-07
32,False,2019-07-14
16,False,2019-07-21
49,False,2019-07-28
33,False,2019-08-04
59,False,2019-08-11
59,False,2019-08-18
47,False,2019-08-25
55,False,2019-09-01
54,False,2019-09-08
60,False,2019-09-15
54,False,2019-09-22
45,False,2019-09-29
40,False,2019-10-06
50,False,2019-10-13
48,False,2019-10-20
33,False,2019-10-27
53,False,2019-11-03
47,False,2019-11-10
52,False,2019-11-17
30,False,2019-11-24
18,False,2019-12-01
71,False,2019-12-08
100,False,2019-12-15
75,False,2019-12-22
64,False,2019-12-29
84,False,2020-01-05
82,False,2020-01-12
56,False,2020-01-19
46,False,2020-01-26
58,False,2020-02-02
77,False,2020-02-09
80,False,2020-02-16
80,False,2020-02-23
82,False,2020-03-01
51,False,2020-03-08
43,False,2020-03-15
66,False,2020-03-22
48,False,2020-03-29
68,False,2020-04-05
39,False,2020-04-12
54,False,2020-04-19
42,False,2020-04-26
38,False,2020-05-03
67,False,2020-05-10
31,False,2020-05-17
36,False,2020-05-24
51,False,2020-05-31
52,False,2020-06-07
37,False,2020-06-14
34,False,2020-06-21
44,False,2020-06-28
60,False,2020-07-05
65,False,2020-07-12
52,False,2020-07-19
27,False,2020-07-26
40,False,2020-08-02
54,False,2020-08-09
37,False,2020-08-16
53,False,2020-08-23
43,False,2020-08-30
