feeling down,isPartial,date
0,False,2019-09-01
24,False,2019-09-08
36,False,2019-09-15
0,False,2019-09-22
24,False,2019-09-29
38,False,2019-10-06
37,False,2019-10-13
60,False,2019-10-20
0,False,2019-10-27
47,False,2019-11-03
35,False,2019-11-10
23,False,2019-11-17
47,False,2019-11-24
23,False,2019-12-01
24,False,2019-12-08
24,False,2019-12-15
51,False,2019-12-22
0,False,2019-12-29
35,False,2020-01-05
22,False,2020-01-12
56,False,2020-01-19
45,False,2020-01-26
22,False,2020-02-02
55,False,2020-02-09
21,False,2020-02-16
21,False,2020-02-23
0,False,2020-03-01
21,False,2020-03-08
0,False,2020-03-15
20,False,2020-03-22
20,False,2020-03-29
20,False,2020-04-05
39,False,2020-04-12
78,False,2020-04-19
40,False,2020-04-26
40,False,2020-05-03
20,False,2020-05-10
41,False,2020-05-17
0,False,2020-05-24
100,False,2020-05-31
51,False,2020-06-07
21,False,2020-06-14
85,False,2020-06-21
33,False,2020-06-28
44,False,2020-07-05
33,False,2020-07-12
22,False,2020-07-19
89,False,2020-07-26
21,False,2020-08-02
21,False,2020-08-09
82,False,2020-08-16
47,True,2020-08-23
