suicide prevention,isPartial,date
18,False,2019-01-06
9,False,2019-01-13
14,False,2019-01-20
9,False,2019-01-27
17,False,2019-02-03
17,False,2019-02-10
29,False,2019-02-17
50,False,2019-02-24
35,False,2019-03-03
27,False,2019-03-10
9,False,2019-03-17
23,False,2019-03-24
32,False,2019-03-31
28,False,2019-04-07
10,False,2019-04-14
19,False,2019-04-21
18,False,2019-04-28
23,False,2019-05-05
19,False,2019-05-12
33,False,2019-05-19
19,False,2019-05-26
22,False,2019-06-02
27,False,2019-06-09
9,False,2019-06-16
0,False,2019-06-23
10,False,2019-06-30
28,False,2019-07-07
14,False,2019-07-14
10,False,2019-07-21
14,False,2019-07-28
19,False,2019-08-04
14,False,2019-08-11
19,False,2019-08-18
32,False,2019-08-25
66,False,2019-09-01
100,False,2019-09-08
44,False,2019-09-15
17,False,2019-09-22
35,False,2019-09-29
35,False,2019-10-06
17,False,2019-10-13
17,False,2019-10-20
21,False,2019-10-27
21,False,2019-11-03
8,False,2019-11-10
17,False,2019-11-17
13,False,2019-11-24
32,False,2019-12-01
12,False,2019-12-08
8,False,2019-12-15
10,False,2019-12-22
9,False,2019-12-29
12,False,2020-01-05
8,False,2020-01-12
16,False,2020-01-19
8,False,2020-01-26
20,False,2020-02-02
36,False,2020-02-09
31,False,2020-02-16
11,False,2020-02-23
15,False,2020-03-01
15,False,2020-03-08
7,False,2020-03-15
14,False,2020-03-22
14,False,2020-03-29
7,False,2020-04-05
14,False,2020-04-12
27,False,2020-04-19
17,False,2020-04-26
24,False,2020-05-03
7,False,2020-05-10
7,False,2020-05-17
28,False,2020-05-24
14,False,2020-05-31
18,False,2020-06-07
7,False,2020-06-14
15,False,2020-06-21
15,False,2020-06-28
15,False,2020-07-05
15,False,2020-07-12
23,False,2020-07-19
8,False,2020-07-26
16,False,2020-08-02
20,False,2020-08-09
8,False,2020-08-16
19,False,2020-08-23
49,False,2020-08-30
